Filing Date,Department or Agency,Regulation Title,Hearing/Report Date,Became Law,Available Documents
1/2/2018,Procurement Department,Regulations Governing Concessions Other Than by Awarding of Contracts to the Highest Responsible Bidder,N,Y,https://regulations.phila-records.com/pdfs/Procurement Department 2-2-18.pdf
12/1/2017,Office of Human Resources,Amendments of Civil Service Regulations 6.14-15 Instructors Assigned to the Construction Management Program for the Streets Department,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources_1-2-2018.pdf
11/7/2017,Office of Administrative Review,Amendments to Articles 3 and 5 of the Tax Review Board Regulations,N,Y,https://regulations.phila-records.com/pdfs/Office of Administrative Review 12-8-17.pdf
10/23/2017,Department of Public Health,Regulation Relating to Childhood Developmental Screening Data,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regulation 11-24-17.pdf
10/6/2017,Office of Human Resources,"Amendments of Civil Service Regulations: 5.025 Career Progression Classes; 6.114-10 Uniformed and Investigatory Supervisory Personnel; 6.117 Payment for Compensatory Time for Retiring Employees; 6.118 Payment for Compensatory Time for Other Than Retiring Employees; 9.0669 Additional Credits on Open Competitive Examinations for Candidates Who Have Completed a Term of Service with AmeriCorps or the Peace Corps; 27.0125 Life Insurance for Uniformed and Investigatory Police Classes; 31.02-7 Interim Regulation for Cash Out of Compensatory Time for Act 111 Arbitration Award Dated August 15, 2017; 31.32 Interim Regulation for One-Time Lump Sum Payment for Court Notices by Act 111 Arbitration Award dated August 15, 2017", N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 11-6-17.pdf
10/6/2017,Department of Streets,Regulation Amending the Complete Streets Policy Under Section 11-901 of The Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Department of Streets 11-6-17.pdf
9/21/2017,Board of Ethics,Ethics Board Amended Regulation No. 9,N,Y,https://regulations.phila-records.com/pdfs/Board of Ethics 10-23-17.pdf
9/1/2017,Office of Human Resources ,Amendments of Civil Service Regulations 6.23 Breaks of Service in Computing Longevity,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 10-02-17.pdf
8/16/2017,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 106-Licenses,N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue 9-15-17.pdf
8/4/2017,"Philadelphia Water, Sewer and Storm Water Board","Amended Regulations of Water, Sewer and Storm Water Rate Board","Yes, Scheduled by Philadelphia Water, Sewer and Storm Water Board",Y,"https://regulations.phila-records.com/pdfs/Philadelphia Water Sewer and Storm Water Board.pdf, https://regulations.phila-records.com/pdfs/Philadelphia Water, Sewer, and Storm Water Board.pdf"
8/4/2017,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 5: Sewer and Wastewater Control:  The Addition of Section 504.0-Requirements for Sewer Connections,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department 9-5-17.pdf
8/4/2017,Office of Human Resources,Amendments of Civil Service Regulations 6.31 Credential Based Bonus; 10.02 Effective Date of Eligible Lists,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 9-5-17.pdf
8/3/2017,Department of Revenue,Advertisement of Proposed Regulations-Use & Occupancy Tax- Section 505-Computation of Tax-Bill No. 150535,N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue 9-5-17b.pdf
8/3/2017,Department of Revenue,"Advertisement of Proposed Regulations-Income Tax-Section 225-Tax Rates-Bill Nos. 130444, 150167, 160175, and 170198",N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue 9-5-17a.pdf
7/25/2017,Commission on Human Relations,"Philadelphia Commission on Human Relations Regulation No. 7, Wage Equity",N,Y,https://regulations.phila-records.com/pdfs/Commission on Human Relations 8-24-17.pdf
7/24/2017,Procurement Department,Amendments to Regulations Relating to Local Bidding Preferences for Procurement Contracts,N,Y,https://regulations.phila-records.com/pdfs/Procurement Department Bidding 8-23-17.pdf
7/11/2017,Department of Streets,"Regulations Governing Fees And Charges For Various Permitted Activities Under Sections 11-106, 11-203, 11-605, 11-610, 11-611 and 11-804 of The Philadelphia Code",Yes. Hearing scheduled by the Department of Streets,Y,"https://regulations.phila-records.com/pdfs/Department of Streets Regs.8-11-17.pdf, https://regulations.phila-records.com/pdfs/Dept of Streets Post Hearing Report.pdf"
7/6/2017,"Department of Commerce, Division of Aviation",PHL-Revised Rates and Charges Regulation Filing,N,Y,https://regulations.phila-records.com/pdfs/Department of Commerce   Division of Aviation Regs. 08-07-17.pdf
6/30/2017,Department of Revenue,Advertisement of Proposed Regulations-Philadelphia Beverage Tax-Amendment to Example 11,N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue 7-31-17.pdf
6/29/2017,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 206-Tax Rates,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 7-31-17.pdf
6/26/2017,Procurement Department,Regulations Governing the Purchase of Goods and Non-professional Services Other Than By Awarding of Contracts to the Lowest Responsible Bidder (Best Value),N,Y,https://regulations.phila-records.com/pdfs/Procurement Department Regs.7-26-17a.pdf
6/8/2017,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 502-Job Creation Tax Credit-Economic Development Reporting-Bill No. 160015-A,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs.7-10-17.pdf
6/2/2017,Department of Public Health,Amendments to Regulations Governing the Control of Communicable and Noncommunicable Diseases and Conditions,N,Y,https://regulations.phila-records.com/pdfs/Dept of Public Health Communicable Diseases 7-3-17.pdf
6/2/2017,Department of Public Health,"Amendment to Regulations Governing the Immunization and Treatment of Newborns, Children and Adolescents",N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs.7-3-17.pdf
6/2/2017,Office of Human Resources ,Amendments of Civil Service Regulations 6.14-53 Emergency Medical Technicians Assigned as Emergency Medical Services Instructors At The Fire Training Academy Or At The Randolph Skills Center; 27.0121 and 27.01221 Life Insurance Plan,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 7-03-17.pdf
6/1/2017,Department of Public Health,Filing of Amendments to Air Management Regulations,N,Y,https://regulations.phila-records.com/pdfs/Dept of Public Health Air Management 7-3-17.pdf
5/5/2017,Office of Human Resources ,Amendments of Civil Service Regulations 9.0667 Additional Credits for Social Work Services Trainee and Social Work Services Manager 1 Examinations; 27.012 Life Insurance Plan,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 6-05-17.pdf
5/3/2017,Philadelphia Water Department ,"Amendments to the Philadelphia Water Department Regulations-Chapter 1: Customer Rights and Obligations: Sections 100.1 Definitions, 100.9 Payment Agreements, 100.11 Procedure at Shut Off, and 100.12 Restoration of Service ",Yes. Hearing Scheduled by Philadelphia Water Dept.,Y,"https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs 6-30-17.pdf, https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs.6-5-17.pdf"
4/7/2017,Office of Human Resources ,"Amendments of Civil Service Regulations 2.58 Career Advancement Series/Non-Represented Employees; 5.158 Classes eligible for In-Position Promotion; 10.113 Candidate unavailable for Certification or Appointment due to any and all debts, taxes, fees, judgments, claims, and other accounts and obligations due and owing to the City; 11.14 Payment agreement and payroll deduction required for appointment; 14.04 Rejection of Employee during Probationary Period; 15.043 Restoration (Voluntary) during the Probationary Period",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs.2 5-08-17.pdf
4/7/2017,Office of Human Resources ,Amendments of Civil Service Regulations 6.31 Credential Based Bonus; 9.0665 Additional Credits for Firefighter and Paramedic Promotional Examinations,Yes. Hearing Scheduled by Office of Human Resources,6.31 was rescinded  9.0665 became Law,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 5-08-17.pdf
3/23/2017,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Transfer Tax Regulations-Section 201- Imposition of Tax on Documents,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs.4-24-17.pdf
3/17/2017,"Department of Commerce, Division of Aviation",PHL-Revised Rates and Charges Regulation Filing,N,Y,https://regulations.phila-records.com/pdfs/Department of Commerce   Division of Aviation Regs. 04-17-17.pdf
3/14/2017,Licenses and Inspections,"Department of Licenses and Inspections' Proposed Plumbing Regulations P-908, P-103 and P-104",N,Y,"https://regulations.phila-records.com/pdfs/Licenses and Inspections 9-11-17.pdf, https://regulations.phila-records.com/pdfs/Licenses and Inspections Regs.pdf"
2/28/2017,Department of Parks and Recreation,"Regulation Relating to Sales, Soliciting and Vending in Areas Under the Jurisdiction of the Department of Parks and Recreation",N,Y,https://regulations.phila-records.com/pdfs/Department of Parks and Recreation Regs. 3-31-17.pdf
2/24/2017,Department of Revenue,Advertisement of Proposed Regulation-Parking Tax-Section 201 Imposition and Rate of Tax-Bill No. 150534,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 3-27-17.pdf
2/15/2017,Department of Revenue,"Promulgation by the Department of Revenue of Business Income and Receipts Tax Regulations-""Green Roofs"" Tax Credit",N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 3-20-17.pdf
2/3/2017,Office of Human Resources,Amendments of Civil Service Regulations 6.086 Appointment Rate for Employees hired from Open Competitive Eligible Lists for the following Departments and Classes; 31.086 Lump Sum Bonus for Employees represented by District Council 33,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 3-06-17.pdf
1/12/2017,Department of Licenses and Inspections,Proposed Regulation Under Section B-3307.7 of the Philadelphia Code Regarding Temporary Protection After Demotion,N,Y,https://regulations.phila-records.com/pdfs/Department of Licenses and Inspections Regs. 02-13-17.pdf
1/6/2017,Office of Human Resources ,Amendments of Civil Service Regulations 6.0961 Reinstatement following Resignation; 6.14-47 Office of Human Resources Shared Services Pilot Program; 7.052 Procedure for Establishing Claim for Veterans' Preference; 9.066 Additional Credits on Examinations,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 2-06-17 (2).pdf
1/6/2017,Office of Human Resources ,"Amendments of Civil Service Regulations 10.09 Removal of Names from Lists; 10.113 Candidate unavailable for Certification or Appointment due to any all Debts, Taxes, Fees, Judgments, Claims, and other Accounts and Obligations Due and Owing to the City; 33.04 Non-Civil Service Leave Time-No Credit Given",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 2-06-17.pdf
12/13/2016,Philadelphia Water Department,"Amendments to the Philadelphia Water Department Regulations-Chapter 1: Customer Rights and Obligations:  Sections 100.1 Definitions, 100.9 Payment Agreements, 100.11 Procedure at Shut Off, and 100.12 Restoration of Service",Yes. Hearing Scheduled by Philadelphia Water Dept.,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department  Regs. 01-13-17.pdf
12/9/2016,Department of Licenses and Inspections,Proposed Regulation Regarding Provision By Towing Companies of Information With Respect to Authorized Tow Locations ,N,Y,https://regulations.phila-records.com/pdfs/Department of Licenses and Inspections Regs. 01-09-17.pdf
12/7/2016,"Department of Commerce, Division of Aviation","The Department of Commerce, Division of Aviation has updated its Rates and Charges and Airline Operating Terms and Conditions for the Use of Facilities and Services at Philadelphia International Airport and Northeast Philadelphia Airport, revised as of October 18, 2016, effective as of promulgation.  The City of Philadelphia through its Department of Commerce, Division of Aviation, hereby promulgates these Rates and Charges and Airline Operating Terms and Conditions for the Use of Facilities and Services at Philadelphia International Airport and Northeast Philadelphia Airport.",N,Y,https://regulations.phila-records.com/pdfs/PHL-Revised Rates and Charges Regulating Filing 1-9-17.pdf
12/6/2016,"Department of Commerce, Division of Aviation","The Department of Commerce, Division of Aviation has updated its Rules and Regulations for the Philadelphia International Airport revised as of November 2016, effective as of promulgation.   The City of Philadelphia, through its Department of Commerce, Division of Aviation, hereby promulgates these Rules and Regulations for the Philadelphia International Airport.",N,Y,https://regulations.phila-records.com/pdfs/Department of Commerce   Division of Aviation Regs. 01-09-17.pdf
12/1/2016,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 2: Community Garden Stormwater Charge Discount,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Dept 1-3-17.pdf
11/30/2016,Department of Public Health,Amendments to Regulations Governing the Control of Communicable and Noncommunicable Diseases and Conditions,N,Y,https://regulations.phila-records.com/pdfs/Dept of Public Health 1-3-17.pdf
11/28/2016,Department of Revenue,Advertisement of Proposed Regulations-School Income Tax-Section 203-Income Included in Tax Base-Pennsylvania State Lottery Cash Prizes,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 12-29-16.pdf
11/18/2016,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 505 - Sustainable Business Tax Credit - Bill No. 160133,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 12-19-16.pdf
11/14/2016,Department of Revenue and Philadelphia Water Department ,Department of Revenue Income-Based Water Rate Assistance Program Regulations and Amendment to Chapter 2 of the Philadelphia Water Department Regulations ,Yes. Hearing Scheduled by Dept of Revenue and Philadelphia Water Department,Y,"https://regulations.phila-records.com/pdfs/Department of Revenue and Philadelphia Water Department Regs. 12-15-16.pdf, https://regulations.phila-records.com/pdfs/Revenue Income Based Water Rate Assistance Program Regulations.pdf"
11/4/2016,Office of Human Resources,"Amendments of Civil Service Regulations 5.025 Career Progression Classes;5.158 Classes Eligible for In-Position Promotion;   6.112 Overtime Pay; 6.1157 Overtime Rate for Designated Classes and Assignments in the Department of Licenses and Inspections; 6.31-H- CREDENTIAL BASED PAY-Employees located in Specific Units of the Airport, City Planning Commission, Department of Public Property, Streets Department or in the Water Department who complete and receive a Specified Credential determined to be related to the performance of Job Duties;  21.085 Sick Leave Conversion to Vacation Leave",N,Y,https://regulations.phila-records.com/pdfs/Regulation Classification Plan.pdf
10/25/2016,Board of Ethics,"Amendments to Board of Ethics Regulation 9 (""Lobbying"")",Yes. Hearing Scheduled by Board of Ethics,Y,"https://regulations.phila-records.com/pdfs/Philadelphia Board of Ethics Regulation No. 9_Lobbying_1.pdf, https://regulations.phila-records.com/pdfs/Philadelphia Board of Ethics Regulation No. 9_Lobbying_2.pdf, https://regulations.phila-records.com/pdfs/Philadelphia Board of Ethics Regulation No. 9_Lobbying_3.pdf, https://regulations.phila-records.com/pdfs/Philadelphia Board of Ethics Regulation No. 9_Lobbying_4.pdf"
10/25/2016,Department of Revenue,"Advertisement of Proposed Regulations-Real Estate Tax Regulations-Amendments for Council Bill Nos. 150165, 150265, 150445, 150533, and 160012",N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 12-05-16.pdf
10/12/2016,Philadelphia Water Department,Formal Notice of Proposed Change In Stormwater Rates for Community Gardens,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department  Regs.pdf
10/12/2016,Department of Revenue,Proposed Regulations-Income Tax Regulations-Article VIII (Sections 801 through 806)-Civil Actions for Tax Violations-Bill No. 120775,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 11-14-16.pdf
10/7/2016,Office of Human Resources,Amendments of Civil Service Regulations 6.14-52 Police Officers assigned to the Bomb Squad; 21.022 Part-time Employees; 21.12 Sick Leave for Part-Time Employees not covered by a Collective Bargaining Agreement; 27.0118 School Crossing Guard Health and Welfare Payments,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. Police Bomb Squad 11-07-16.pdf
10/7/2016,Office of Human Resources,"Amendments of Civil Service Regulations 5.158 Classes Eligible for In-Position Promotion; 6.086 Appointment Rate for Employees Hired from Open Competitive Eligible Lists for the following Departments and Classes;6.31 Credential Based Pay Employees who secure and maintain Professional Credentials; 9.093 Corrections of Errors in Content, Rating, Scoring, or Computing the Final Average of Test Items and Keyed Answers",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 11-07-16.pdf
10/6/2016,Managing Director's Office,Amendment to Regulation of the Managing Director Pursuant to Chapter 9-3700 of The Philadelphia Code Regarding Bouncer Training,N,Y,https://regulations.phila-records.com/pdfs/Managing Directors Office Regs. 11-07-16.pdf
9/28/2016,Board of Ethics,Amendments to Regulation No. 1 of the Board of Ethics (Campaign Finance),N,Y,"https://regulations.phila-records.com/pdfs/Board of Ethics Regs. 10-31-16.pdf, https://regulations.phila-records.com/pdfs/Amendments_Board of Ethics.pdf"
9/27/2016,Department of Revenue,"Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 501-Credit for Contributions to Community Development Corporations, Nonprofit Organizations Engaged in Developing and implementing Healthy Food initiatives and Nonprofit Intermediaries-Bill No. 140411",N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue 10-28-16.pdf
9/20/2016,Department of Public Health,Amendments to Regulations Governing the Control of Communicable and Noncommunicable Diseases and Conditions,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 10-21-16.pdf
9/12/2016,Department of Public Health,Regulation Relating to Tobacco Retailing,N,Y,"https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 10-13-16.pdf.pdf, https://regulations.phila-records.com/pdfs/Public Hearing and Revised Regulation Relating to Tobacco Retailing.pdf"
9/8/2016,Department of Revenue,Advertisement of Proposed Regulations-Sweetened Beverage Tax Bill No. 160176,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 10-11-16.pdf
8/23/2016,Department of Public Health,Regulation Relating to National Healthcare Safety Network Access,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 09-23-16.pdf
8/8/2016,Department of Streets,"Streets Department Regulations Governing Street Openings, Excavations and Restoration--Amendment to Change the Definition of Backfill",N,Y,https://regulations.phila-records.com/pdfs/Department of Streets Regs. 09-08-16.pdf
8/5/2016,Office of Human Resources,Amendments of Civil Service Regulations 6.153 Special Pay Rate Categories-Part Time Positions Excluded from Receiving the following compensation; 16.021 Layoffs-Applicability; 31.12 Overtime pay and compensatory time for uniform personnel members of the Fraternal Order of Police and International Association of Firefighters Local 22 who are FLSA Exempt working overtime during the Democratic National Convention; 31.13 Accumulated compensatory time for employees who are FLSA Exempt working overtime during the Democratic National Convention.,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 09-06-16.pdf
7/14/2016,Parks and Recreation,Amendment to Parks and Recreation Regulations Regarding Signs,N,Y,https://regulations.phila-records.com/pdfs/Parks and Recreation Regs. 08-15-16.pdf
7/11/2016,Department of Public Health,AIR MANAGEMENT REGULATION II.Sec. IX-CONTROL OF DUST FROM CONSTRUCTION AND DEMOLITION ACTIVITIES; AMENDMENTS TO REGULATION I.Sec.I-DEFINITIONS,N,Y,"https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 08-11-16.pdf, https://regulations.phila-records.com/pdfs/pdfs/Dept of Public Health 8-11-16a.pdf, https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 08-11-16b.pdf"
7/8/2016,Office of Human Resources,Amendments of Civil Service Regulations 6.086 Appointment Rate For Employees Hired From Open Competitive Eligible Lists For The Following Department And Classes,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 08-08-16.pdf
6/10/2016,Licenses and Inspections,Regulation for Plumber and Electrical Contractor Licensing Under Code Sections 9-1003 and 9-1006,N,Y,https://regulations.phila-records.com/pdfs/Licenses and Inspections Regs. 07-11-16.pdf
6/3/2016,Office of Human Resources,Amendments of Civil Service Regulations 6.31 Credential Based Pay-Employees Who Secure And Maintain Professional Credentials,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 07-05-16.pdf
5/18/2016,Parks and Recreation,Repeal of Parks and Recreation Regulations Regarding Outdoor Public Serving of Food,N,Y,https://regulations.phila-records.com/pdfs/Parks and Recreation Regs. 06-20-16.pdf
5/12/2016,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 1: Customer Rights and Obligations,Yes. Hearing Scheduled by Philadelphia Water Dept.,Y,"https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs. 09-29-16.pdf, https://regulations.phila-records.com/pdfs/Water Commissioners Report Part 1.pdf, https://regulations.phila-records.com/pdfs/Water Commissioners Report Part 2.pdf"
5/6/2016,Office of Human Resources,Amendments of Civil Service Regulations 5.025 Career Progression Class;6.087 Appointment Rate-Career Progression Classes; 6.0992 Types of Service; 6.0993 Work Performance; 6.0994 Effective Date of Increases; 11.17 Appointment Age Requirements,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 06-06-16.pdf
4/21/2016,Department of Revenue,Promulgation by the Department of Revenue of Business Income and Receipts Tax Regulations-Amendments to Credit for Employment of Returning Veterans,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 05-23-16.pdf
4/20/2016,City Planning Commission,Amendments to the Regulations of the City Planning Commission,Yes. Hearing Scheduled by City Planning Commission,Y,https://regulations.phila-records.com/pdfs/City Planning Commission Regs. 5-23-16.pdf
4/13/2016,Managing Director's Office,Office of Managing Director's Regulations Regarding Chapter 9-4100 of The Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Managing Directors Office Regs. 05-16-16.pdf
4/8/2016,Office of Human Resources,"Amendments of Civil Service Regulations 2.04 Appropriate, Related Eligible List; 10.0911 Appointment through certification from such list to fill a permanent position; 5.158 Classes Eligible for In-Position Promotion; 6.273 Employees In The classes of Social Work Services Manager 2 (5A07) or Librarian 2 (9b03) Who Receive An Advanced Degree In A Field Related To The Employee's Job Duties On Or After May 13, 1994; 6.28 Lump sum education and certification bonus; 6.31 Credential based pay - employees who secure and maintain professional credentials",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs 1. 05-09-16.pdf
4/8/2016,Office of Human Resources,"Amendments of Civil Service Regulations 6.0992 Types of Service; 6.0993 Work Performance; 6.14-51 Collection Customer Representatives, Revenue Collection Representatives And Tax Assessors With Responsibility For Billing And Collections Of Multiple Taxes; 10.092 Removal Names From Lists; 20 Vacation Leave",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs 2. 05-09-16.pdf
4/6/2016,Department of Streets,Amendments to Streets Department Regulations Governing Right-Of-Way Management Fees,N,Y,https://regulations.phila-records.com/pdfs/Department of Streets Regs. 5-9-16
4/4/2016,Philadelphia Water Department,Amendments to Philadelphia Water Department Regulations Chapter 2: Assistance Programs,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs. 5-05-16.pdf
3/17/2016,City Planning Commission,Amendments to the Regulations of the City Planning Commission,Yes. Hearing Scheduled by City Planning Commission,Y,https://regulations.phila-records.com/pdfs/City Planning Commission Regs. 6-27-16.pdf
2/19/2016,Philadelphia Water Department,"In accordance with Section 5-801 of the Philadelphia Home Rule Charter, Section 13-101 of the Philadelphia Code and the Regulations of the Philadelphia Water,Sewer and Storm Water Rate Board, the Philadelphia Water Department filed proposed changes to rates and charges for fiscal years 2017 and 2018 with the Department of Records on February 8, 2016. The Rate Board will hold public and technical hearings on those proposed changes and will issue a decision within 120 days of that filing. Anyone wishing to become an active Participant in the rate change proceedings should send notice to Frances Beckley, Law Department, 1515 Arch Street 17th Floor, Philadelphia PA 19106 or Frances.Beckley@phila.gov",N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department
2/10/2016,Department of Licenses and Inspections,Office of Sustainability Amended Regulation on Benchmarking; Licenses and Inspections Rescission of Prior Regulation on Benchmarking,N,Y,https://regulations.phila-records.com/pdfs/Department of Licenses and Inspections Regs. 3-11-16.pdf
2/8/2016,Department of Revenue,Advertisement of Proposed Regulations-Income Tax Regulations-Section 601-Refunds and Forgiveness of Poverty Income-Bill No. 140140,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 3-09-16.pdf
2/5/2016,Office of Human Resources,"Amendments of Civil Service Regulations 21.146-1 Use of Accumulated Sick Leave to Purchase Additional Post-Retirement Health, Medical, Dental, Optical and Prescription Coverage for Uniformed Employees of the Deputy Sheriff Classes in the Sheriff's Office",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 3-07-16.pdf
1/19/2016,Department of Streets,Regulation Governing the Establishment of Electric Vehicle Parking Spaces Pursuant to Section 12-1311 of the Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Department of Streets Regs. 2-18-16.pdf
12/18/2015,Office of Human Resources,Amendments of Civil Service Regulations,N,Y,"https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. (A) 1-19-16.pdf, https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. (B) 1-19-16.pdf, https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. (C) 1-19-16.pdf"
12/17/2015,Department of Revenue,"Advertisement of Proposed Regulations-Business Income and Rceipts Tax Regulations-Sections 301, 408, and 507-Single Sales/Receipts Factor Apportionment",N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 1-19-16.pdf
12/16/2015,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-New Section 510-Distressed Business Tax Credit,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 510  1-15-16.pdf
12/16/2015,Department of Revenue,Advertisement of Proposed Regulations-Income Tax Regulations-New Sections 501 and 502-Income Inequality Initiative-Earned Income Tax Credit-City Council Bill No. 140448,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 501  1-15-16.pdf
12/15/2015,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations - Chapter 3 Rates and Charges,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs. 01-14-16.pdf
11/20/2015,Department of Streets,Amended Regulations Governing Fees and Charges For Various Permitted Activities,N,Y,https://regulations.phila-records.com/pdfs/Department of Streets Regs. 12-21-15.pdf
10/30/2015,Office of Human Resources,"Amendments to Civil Service Regulation Nos. 5.15 (In-Position Promotion);31.08 (Pilot Program-In Position Promotion for District Councils 33 and 47 Employees); 6.0991-1 (Length of Service Firefighters and Fire Service Paramedics); 6.31-J (Credential based pay-Employees in the Water Department who secure and maintain a Class A or Class E Water or Wastewater Operator Certification in accordance with Pennsylvania Act 11,issued by the Commonwealth of Pennsylvania, Department of Environmental Protection); 9.063 (Scoring Procedures for promotional examinations for classes represented by the Association of Fire Fighters Local 22); 9.0665 (Additional Credits for Firefighter and Paramedic Promotional Examinations); 2.21 (Equivalent Position Change); 5.025 (Career Progression Class); 5.15 (In-Position Promotion); 6.086 (Appointment Rate For Employees Hired From Open Competitive Eligible Lists for The Following Departments); 6.0911 (Equivalent Position Change); 10.09 (Removal of Names From Lists)",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 11-30-15
10/26/2015,Department of Public Health,Air Management Regulation III-Control of Sulfur Compound Emissions,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 11-25-15.pdf
10/23/2015,"Philadelphia Water, Sewer and Storm Water Board","Promulgation by the Water, Sewer and Storm Water Rate Board of Regulations","Yes. Hearing Scheduled by Philadelphia Water, Sewer and Storm Water Board",Y,"https://regulations.phila-records.com/pdfs/Philadelphia Water, Sewer, and Storm Water Board Regs. (Proposed) 11-23-15.pdf "
10/23/2015,"Philadelphia Water, Sewer and Storm Water Board","Promulgation by the Water, Sewer and Storm Water Rate Board of Regulations",N,Y,"https://regulations.phila-records.com/pdfs/Philadelphia Water, Sewer, and Storm Water Board Regs. (Final) 12-14-15.pdf"
10/16/2015,Department of Public Health,Regulations Relating to the Clean Indoor Air Worker Protection Law,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 11-16-15.pdf
10/9/2015,Department of Commerce Divison of Aviation,Amendments to Rules & Regulations for Philadelphia International Airport related to Off-Airport Rental Car Operators,N,Y,https://regulations.phila-records.com/pdfs/Department of Commerce Regs. 11-09-15.pdf
